id,lastpage,startdate,datestamp,randnumber,case1a1,case1a2,case1a3,case1a4,case1a5,case1a6,case1a7,case1a8,case1a9,case1b1,case1b2,case1b3,case1b4,case1b5,case1b6,case1b7,case1b8,case1b9,case1c1,case1c2,case1c3,case1c4,case1c5,case1c6,case1c7,case1c8,case1c9,case1d1,case1d2,case1d3,case1d4,case1d5,case1d6,case1d7,case1d8,case1d9,case2a1,case2a2,case2a3,case2a4,case2a5,case2a6,case2a7,case2a8,case2a9,case2a10,case2a11,case2a12,case2a13,case2a14,case2a15,case2b1,case2b2,case2b3,case2b4,case2b5,case2b6,case2b7,case2b8,case2b9,case2b10,case2b11,case2b12,case2b13,case2b14,case2b15,kontrolle1,kontrolle2b,wuerde,mitbewohner,wohnraum,alter,geschlecht,einkommen,bildung,bundesland,politik,abschluss
262,79,2026-03-20 11:23:53,2026-03-20 11:32:49,3,,,,,,,,,,,,,,,,,,,100.0,40.0,70.0,50.0,100.0,100.0,80.0,60.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,
263,79,2026-03-20 11:25:34,2026-03-20 11:31:13,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,7.0,0.0,,,,,,,,,,
264,44,2026-03-20 11:27:23,2026-03-20 11:27:57,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,89,2026-03-20 11:28:00,2026-03-20 11:32:41,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,7.0,1.0,45.0,2.0,95.0,49.0,1.0,2000.0,5.0,9.0,5.0,
266,89,2026-03-20 11:29:28,2026-03-20 11:32:21,1,0.0,0.0,0.0,0.0,5.0,6.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,58.0,2.0,60.0,27.0,3.0,1700.0,5.0,1.0,4.0,
267,79,2026-03-20 11:30:52,2026-03-20 11:32:54,1,80.0,80.0,80.0,80.0,80.0,80.0,80.0,85.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,
268,79,2026-03-20 11:35:43,2026-03-20 11:37:29,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,7.0,0.0,,,,,,,,,,
269,89,2026-03-20 11:37:49,2026-03-20 11:47:54,1,-100.0,-8.0,-4.0,-2.0,0.0,3.0,10.0,20.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,40.0,2.0,64.0,59.0,1.0,1050.0,5.0,8.0,5.0,
270,89,2026-03-20 11:37:53,2026-03-20 11:51:56,1,-100.0,-80.0,-100.0,-80.0,0.0,100.0,100.0,120.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,25.0,2.0,125.0,62.0,1.0,0.0,3.0,10.0,3.0,
271,79,2026-03-20 11:37:55,2026-03-20 11:39:57,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,80.0,7.0,5.0,6.0,7.0,8.0,10.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,
272,24,2026-03-20 11:39:12,2026-03-20 11:39:39,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,25,2026-03-20 11:41:19,2026-03-20 11:42:35,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,77,2026-03-20 11:41:59,2026-03-20 11:43:31,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3000.0,3.0,3.0,2500.0,3.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
275,29,2026-03-20 11:47:36,2026-03-20 11:49:15,3,,,,,,,,,,,,,,,,,,,0.0,,,60.0,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,55,2026-03-20 11:52:58,2026-03-20 11:54:46,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2.0,2.0,,2.0,,1.0,2.0,2.0,,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,4,2026-03-20 11:53:49,2026-03-20 11:54:03,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,2,2026-03-20 11:54:51,2026-03-20 11:55:12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,89,2026-03-20 11:56:55,2026-03-20 12:01:03,2,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,40.0,3.0,60.0,38.0,1.0,2500.0,3.0,3.0,7.0,
280,71,2026-03-20 11:58:39,2026-03-20 12:00:17,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,1.0,,0.0,,0.0,2.0,,0.0,2.0,,2.0,,,,,,,,,,,,
281,89,2026-03-20 12:00:44,2026-03-20 12:04:30,1,-100000.0,200.0,-50.0,-10.0,0.0,20.0,40.0,50.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,40.0,2.0,140.0,39.0,1.0,4000.0,8.0,10.0,5.0,
282,89,2026-03-20 12:01:06,2026-03-20 12:05:32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,1.0,60.0,2.0,50.0,36.0,1.0,3200.0,5.0,4.0,4.0,
283,46,2026-03-20 12:02:56,2026-03-20 12:14:45,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,89,2026-03-20 12:04:03,2026-03-20 12:15:12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,7.0,1.0,40.0,3.0,100.0,49.0,1.0,3900.0,8.0,2.0,4.0,
285,89,2026-03-20 12:08:56,2026-03-20 12:14:14,2,,,,,,,,,,-100.0,-80.0,-20.0,-10.0,0.0,30.0,50.0,80.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,45.0,3.0,120.0,22.0,1.0,3500.0,5.0,16.0,1.0,
286,34,2026-03-20 12:09:36,2026-03-20 12:10:10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,89,2026-03-20 12:09:42,2026-03-20 12:15:06,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,7.0,1.0,45.0,2.0,105.0,27.0,3.0,,4.0,10.0,2.0,
288,89,2026-03-20 12:18:40,2026-03-20 12:24:36,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,7.0,1.0,50.0,2.0,100.0,47.0,1.0,1200.0,5.0,7.0,3.0,
289,89,2026-03-20 12:20:31,2026-03-20 12:35:31,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,7.0,1.0,35.0,2.0,72.0,,1.0,4995.0,3.0,7.0,3.0,
290,34,2026-03-20 12:22:17,2026-03-20 12:22:43,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,89,2026-03-20 12:29:15,2026-03-20 12:58:02,3,,,,,,,,,,,,,,,,,,,120.0,67.0,80.0,60.0,65.0,80.0,90.0,50.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,87.0,4.0,87.0,35.0,3.0,95.0,8.0,3.0,2.0,
292,89,2026-03-20 12:36:01,2026-03-20 12:40:48,2,,,,,,,,,,-10000.0,-60.0,-40.0,-20.0,0.0,-20.0,-40.0,-60.0,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,30.0,2.0,140.0,57.0,3.0,2700.0,4.0,7.0,4.0,
293,89,2026-03-20 12:39:45,2026-03-20 12:43:36,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50.0,-50.0,-10.0,0.0,0.0,0.0,0.0,-100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,35.0,4.0,83.0,31.0,1.0,1200.0,5.0,1.0,3.0,
294,24,2026-03-20 12:40:14,2026-03-20 12:40:29,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,60,2026-03-20 12:40:31,2026-03-20 12:40:43,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,89,2026-03-20 12:47:52,2026-03-20 12:56:00,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,7.0,1.0,60.0,1.0,65.0,72.0,3.0,3500.0,11.0,1.0,4.0,
297,89,2026-03-20 12:47:53,2026-03-20 15:47:40,1,-100.0,-80.0,-50.0,-20.0,0.0,20.0,50.0,60.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,30.0,2.0,46.0,22.0,1.0,2200.0,4.0,13.0,3.0,
298,89,2026-03-20 12:50:58,2026-03-20 12:55:04,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,7.0,1.0,,25.0,35.0,28.0,1.0,2400.0,8.0,3.0,2.0,
299,15,2026-03-20 12:53:51,2026-03-20 12:59:45,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,51,2026-03-20 12:54:42,2026-03-20 12:57:48,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,0.0,,,,0.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,89,2026-03-20 12:55:36,2026-03-20 12:59:42,3,,,,,,,,,,,,,,,,,,,-20.0,-10.0,-7.0,-5.0,0.0,3.0,7.0,5.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,75.0,1.0,110.0,25.0,1.0,2850.0,4.0,11.0,5.0,
302,79,2026-03-20 12:56:02,2026-03-20 12:57:56,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,
303,36,2026-03-20 13:01:48,2026-03-20 13:07:59,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,89,2026-03-20 13:05:07,2026-03-20 13:08:43,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,7.0,1.0,50.0,4.0,85.0,40.0,1.0,0.0,3.0,9.0,4.0,
305,89,2026-03-20 13:05:12,2026-03-20 13:08:06,2,,,,,,,,,,-1000000000.0,-10000.0,-1000.0,-500.0,0.0,5.0,0.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,40.0,2.0,82.0,32.0,3.0,3200.0,8.0,10.0,4.0,
306,44,2026-03-20 13:13:38,2026-03-20 13:13:46,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,89,2026-03-20 13:15:09,2026-03-20 13:18:42,2,,,,,,,,,,80.0,-60.0,-40.0,-20.0,0.0,0.0,40.0,0.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,30.0,2.0,131.0,52.0,3.0,6200.0,7.0,9.0,4.0,
308,79,2026-03-20 13:18:14,2026-03-20 13:23:08,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,7.0,0.0,,,,,,,,,,
309,89,2026-03-20 13:21:51,2026-03-20 13:28:27,2,,,,,,,,,,-100.0,-50.0,-10.0,-8.0,0.0,0.0,20.0,-1.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,40.0,2.0,140.0,50.0,3.0,4000.0,3.0,12.0,5.0,
310,89,2026-03-20 13:26:29,2026-03-20 13:32:37,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,7.0,1.0,40.0,2.0,120.0,30.0,1.0,1500.0,7.0,12.0,5.0,
311,2,2026-03-20 13:26:32,2026-03-20 13:26:32,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,79,2026-03-20 13:27:17,2026-03-20 13:33:06,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,
313,79,2026-03-20 13:30:07,2026-03-20 13:33:45,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.0,0.0,0.0,0.0,10.0,10.0,100.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,
314,89,2026-03-20 13:36:47,2026-03-20 13:38:51,1,0.0,77.0,60.0,55.0,56.0,60.0,130.0,190.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,3.0,145.0,42.0,2.0,5600.0,11.0,16.0,6.0,
315,89,2026-03-20 13:38:22,2026-03-20 13:41:44,1,-20.0,-10.0,-5.0,-2.0,0.0,2.0,3.0,6.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,30.0,1.0,95.0,65.0,3.0,1109.0,8.0,15.0,2.0,
316,89,2026-03-20 13:38:44,2026-03-20 13:46:28,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,1.0,35.0,2.0,69.0,45.0,3.0,950.0,7.0,3.0,3.0,
317,89,2026-03-20 13:39:26,2026-03-20 13:41:26,1,0.0,4.0,5.0,7.0,1.0,2.0,4.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,2.0,124.0,28.0,1.0,3100.0,6.0,1.0,3.0,
318,89,2026-03-20 13:39:36,2026-03-20 13:45:27,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,7.0,1.0,50.0,1.0,80.0,64.0,1.0,1500.0,5.0,1.0,4.0,
319,89,2026-03-20 13:40:49,2026-03-20 13:51:29,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,5.0,8.0,3.0,5.0,4.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,4.0,165.0,49.0,1.0,1750.0,5.0,11.0,4.0,
320,89,2026-03-20 13:44:33,2026-03-20 13:50:27,3,,,,,,,,,,,,,,,,,,,-5.0,-3.0,-2.0,-1.0,0.0,1.0,2.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,40.0,1.0,70.0,50.0,1.0,783.0,5.0,12.0,3.0,
321,89,2026-03-20 13:46:30,2026-03-20 13:51:19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,7.0,1.0,40.0,3.0,130.0,29.0,3.0,2000.0,5.0,13.0,4.0,
322,89,2026-03-20 13:53:10,2026-03-20 14:02:58,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,7.0,1.0,50.0,1.0,50.0,48.0,3.0,540.0,5.0,4.0,1.0,
323,89,2026-03-20 13:58:08,2026-03-20 14:01:10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,7.0,1.0,30.0,2.0,100.0,22.0,1.0,500.0,7.0,2.0,5.0,
324,89,2026-03-20 13:58:21,2026-03-20 14:03:33,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,7.0,1.0,40.0,2.0,52.0,37.0,1.0,2000.0,5.0,1.0,7.0,
325,34,2026-03-20 14:00:09,2026-03-20 14:00:24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,89,2026-03-20 14:01:04,2026-03-20 14:07:15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,7.0,1.0,20.0,2.0,150.0,72.0,3.0,2000.0,7.0,7.0,3.0,
327,89,2026-03-20 14:01:44,2026-03-20 14:05:57,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,7.0,1.0,35.0,3.0,138.0,50.0,1.0,1050.0,3.0,10.0,5.0,
328,89,2026-03-20 14:08:12,2026-03-20 14:18:27,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,5.0,80.0,100.0,10.0,150.0,60.0,170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,1.0,57.0,66.0,1.0,1003.0,5.0,8.0,4.0,
329,89,2026-03-20 14:09:27,2026-03-20 14:13:34,2,,,,,,,,,,-10.0,-5.0,-3.0,-1.0,0.0,2.0,3.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,1.0,65.0,38.0,1.0,3000.0,5.0,12.0,3.0,
330,89,2026-03-20 14:11:22,2026-03-20 14:24:47,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,0.0,0.0,0.0,3.0,5.0,10.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,2.0,103.0,71.0,1.0,1800.0,3.0,3.0,4.0,
331,89,2026-03-20 14:12:22,2026-03-20 14:16:23,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,80.0,50.0,15.0,20.0,40.0,100.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,45.0,1.0,54.0,59.0,3.0,3500.0,8.0,2.0,3.0,
332,2,2026-03-20 14:17:16,2026-03-20 14:17:16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,79,2026-03-20 14:21:58,2026-03-20 14:24:17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,
334,89,2026-03-20 14:26:58,2026-03-20 14:36:41,3,,,,,,,,,,,,,,,,,,,-10.0,-7.0,-5.0,-3.0,0.0,2.0,12.0,10.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,40.0,1.0,150.0,74.0,3.0,4000.0,8.0,1.0,4.0,
335,89,2026-03-20 14:33:33,2026-03-20 14:37:33,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,25.0,1.0,50.0,25.0,1.0,2500.0,7.0,13.0,2.0,
336,60,2026-03-20 14:33:55,2026-03-20 14:34:34,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,73,2026-03-20 14:35:06,2026-03-20 14:39:22,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,2.0,1.0,,0.0,2.0,2.0,2.0,,2.0,2.0,2.0,,,,,,,,,,,,,
338,89,2026-03-20 14:40:33,2026-03-20 14:49:00,3,,,,,,,,,,,,,,,,,,,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,60.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,80.0,2.0,150.0,38.0,1.0,1300.0,5.0,7.0,3.0,
339,89,2026-03-20 14:57:46,2026-03-20 15:03:15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,-120.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,45.0,1.0,49.0,58.0,3.0,2300.0,3.0,8.0,5.0,
340,79,2026-03-20 15:05:25,2026-03-20 15:09:47,2,,,,,,,,,,-5.0,-5.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,
341,89,2026-03-20 15:12:05,2026-03-20 15:19:21,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,7.0,1.0,50.0,2.0,150.0,59.0,3.0,3100.0,3.0,2.0,5.0,
342,89,2026-03-20 15:17:38,2026-03-20 15:23:17,3,,,,,,,,,,,,,,,,,,,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,60.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,2.0,100.0,52.0,1.0,1499.0,5.0,1.0,7.0,
343,24,2026-03-20 15:20:25,2026-03-20 15:20:43,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,5,2026-03-20 15:26:43,2026-03-20 15:27:16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,79,2026-03-20 15:31:28,2026-03-20 15:56:34,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,7.0,0.0,,,,,,,,,,
346,89,2026-03-20 15:32:50,2026-03-20 15:36:49,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,1.0,50.0,4.0,170.0,48.0,1.0,0.0,7.0,1.0,5.0,
347,79,2026-03-20 15:48:03,2026-03-20 15:50:25,3,,,,,,,,,,,,,,,,,,,210.0,13.0,1.0,34.0,0.0,190.0,190.0,120.0,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,
